Time	Rpm
2020-10-21T10:37:56.010000+09:00	1740.625
2020-10-21T10:37:56.030000+09:00	1746.09375
2020-10-21T10:37:56.060000+09:00	1739.84375
2020-10-21T10:37:56.080000+09:00	1739.84375
2020-10-21T10:37:56.100000+09:00	1745.3125
2020-10-21T10:37:56.130000+09:00	1740.625
2020-10-21T10:37:56.150000+09:00	1738.28125
2020-10-21T10:37:56.180000+09:00	1746.875
2020-10-21T10:37:56.200000+09:00	1737.5
2020-10-21T10:37:56.220000+09:00	1740.625
2020-10-21T10:37:56.250000+09:00	1743.75
2020-10-21T10:37:56.270000+09:00	1739.0625
2020-10-21T10:37:56.290000+09:00	1742.1875
2020-10-21T10:37:56.320000+09:00	1748.4375
2020-10-21T10:37:56.340000+09:00	1739.84375
2020-10-21T10:37:56.360000+09:00	1744.53125
2020-10-21T10:37:56.390000+09:00	1753.125
2020-10-21T10:37:56.410000+09:00	1742.1875
2020-10-21T10:37:56.430000+09:00	1749.21875
2020-10-21T10:37:56.460000+09:00	1756.25
2020-10-21T10:37:56.480000+09:00	1746.09375
2020-10-21T10:37:56.510000+09:00	1750
2020-10-21T10:37:56.530000+09:00	1760.15625
2020-10-21T10:37:56.550000+09:00	1748.4375
2020-10-21T10:37:56.580000+09:00	1753.125
2020-10-21T10:37:56.600000+09:00	1756.25
2020-10-21T10:37:56.620000+09:00	1747.65625
2020-10-21T10:37:56.650000+09:00	1753.125
2020-10-21T10:37:56.670000+09:00	1758.59375
2020-10-21T10:37:56.690000+09:00	1749.21875
2020-10-21T10:37:56.720000+09:00	1754.6875
2020-10-21T10:37:56.740000+09:00	1753.125
2020-10-21T10:37:56.760000+09:00	1751.5625
2020-10-21T10:37:56.790000+09:00	1753.90625
2020-10-21T10:37:56.810000+09:00	1753.90625
2020-10-21T10:37:56.830000+09:00	1753.125
2020-10-21T10:37:56.860000+09:00	1755.46875
2020-10-21T10:37:56.880000+09:00	1750
2020-10-21T10:37:56.910000+09:00	1757.03125
2020-10-21T10:37:56.930000+09:00	1760.15625
2020-10-21T10:37:56.950000+09:00	1750.78125
2020-10-21T10:37:56.980000+09:00	1758.59375
2020-10-21T10:37:57.000000+09:00	1765.625
2020-10-21T10:37:57.020000+09:00	1754.6875
2020-10-21T10:37:57.050000+09:00	1764.84375
2020-10-21T10:37:57.070000+09:00	1772.65625
2020-10-21T10:37:57.090000+09:00	1761.71875
2020-10-21T10:37:57.120000+09:00	1770.3125
2020-10-21T10:37:57.140000+09:00	1777.34375
2020-10-21T10:37:57.160000+09:00	1764.0625
2020-10-21T10:37:57.190000+09:00	1769.53125
2020-10-21T10:37:57.210000+09:00	1779.6875
2020-10-21T10:37:57.240000+09:00	1761.71875
2020-10-21T10:37:57.260000+09:00	1775
2020-10-21T10:37:57.280000+09:00	1773.4375
2020-10-21T10:37:57.310000+09:00	1769.53125
2020-10-21T10:37:57.330000+09:00	1774.21875
2020-10-21T10:37:57.350000+09:00	1776.5625
2020-10-21T10:37:57.380000+09:00	1771.09375
2020-10-21T10:37:57.400000+09:00	1778.90625
2020-10-21T10:37:57.420000+09:00	1781.25
2020-10-21T10:37:57.450000+09:00	1777.34375
2020-10-21T10:37:57.470000+09:00	1787.5
2020-10-21T10:37:57.490000+09:00	1777.34375
2020-10-21T10:37:57.520000+09:00	1780.46875
2020-10-21T10:37:57.540000+09:00	1789.84375
2020-10-21T10:37:57.560000+09:00	1785.15625
2020-10-21T10:37:57.590000+09:00	1782.03125
2020-10-21T10:37:57.610000+09:00	1793.75
2020-10-21T10:37:57.640000+09:00	1785.15625
2020-10-21T10:37:57.660000+09:00	1786.71875
2020-10-21T10:37:57.680000+09:00	1796.09375
2020-10-21T10:37:57.710000+09:00	1792.96875
2020-10-21T10:37:57.730000+09:00	1795.3125
2020-10-21T10:37:57.750000+09:00	1801.5625
2020-10-21T10:37:57.780000+09:00	1797.65625
2020-10-21T10:37:57.800000+09:00	1797.65625
2020-10-21T10:37:57.820000+09:00	1800.78125
2020-10-21T10:37:57.850000+09:00	1797.65625
2020-10-21T10:37:57.870000+09:00	1803.90625
2020-10-21T10:37:57.890000+09:00	1794.53125
2020-10-21T10:37:57.920000+09:00	1803.90625
2020-10-21T10:37:57.940000+09:00	1810.15625
2020-10-21T10:37:57.970000+09:00	1806.25
2020-10-21T10:37:57.990000+09:00	1821.875
2020-10-21T10:37:58.010000+09:00	1839.0625
2020-10-21T10:37:58.040000+09:00	1835.15625
2020-10-21T10:37:58.060000+09:00	1850
2020-10-21T10:37:58.080000+09:00	1865.625
2020-10-21T10:37:58.110000+09:00	1867.1875
2020-10-21T10:37:58.130000+09:00	1875
2020-10-21T10:37:58.150000+09:00	1885.9375
2020-10-21T10:37:58.180000+09:00	1902.34375
2020-10-21T10:37:58.200000+09:00	1907.03125
2020-10-21T10:37:58.220000+09:00	1919.53125
2020-10-21T10:37:58.250000+09:00	1932.8125
2020-10-21T10:37:58.270000+09:00	1943.75
2020-10-21T10:37:58.300000+09:00	1946.875
2020-10-21T10:37:58.320000+09:00	1960.15625
2020-10-21T10:37:58.340000+09:00	1966.40625
2020-10-21T10:37:58.370000+09:00	1971.875
2020-10-21T10:37:58.390000+09:00	1991.40625
2020-10-21T10:37:58.410000+09:00	1981.25
2020-10-21T10:37:58.440000+09:00	1992.1875
2020-10-21T10:37:58.460000+09:00	1992.96875
2020-10-21T10:37:58.480000+09:00	1997.65625
2020-10-21T10:37:58.510000+09:00	2000
2020-10-21T10:37:58.530000+09:00	1998.4375
2020-10-21T10:37:58.550000+09:00	2000.78125
2020-10-21T10:37:58.580000+09:00	2003.125
2020-10-21T10:37:58.600000+09:00	2004.6875
2020-10-21T10:37:58.620000+09:00	2004.6875
2020-10-21T10:37:58.650000+09:00	1998.4375
2020-10-21T10:37:58.670000+09:00	2000.78125
2020-10-21T10:37:58.700000+09:00	2009.375
2020-10-21T10:37:58.720000+09:00	1998.4375
2020-10-21T10:37:58.740000+09:00	2001.5625
2020-10-21T10:37:58.770000+09:00	1996.09375
2020-10-21T10:37:58.790000+09:00	1991.40625
2020-10-21T10:37:58.810000+09:00	1998.4375
2020-10-21T10:37:58.840000+09:00	1992.1875
2020-10-21T10:37:58.860000+09:00	1989.0625
2020-10-21T10:37:58.880000+09:00	1986.71875
2020-10-21T10:37:58.910000+09:00	1986.71875
2020-10-21T10:37:58.930000+09:00	1982.8125
2020-10-21T10:37:58.950000+09:00	1980.46875
2020-10-21T10:37:58.980000+09:00	1974.21875
2020-10-21T10:37:59.000000+09:00	1975
2020-10-21T10:37:59.030000+09:00	1970.3125
2020-10-21T10:37:59.050000+09:00	1979.6875
2020-10-21T10:37:59.070000+09:00	1969.53125
2020-10-21T10:37:59.100000+09:00	1969.53125
2020-10-21T10:37:59.120000+09:00	1975
2020-10-21T10:37:59.140000+09:00	1967.96875
2020-10-21T10:37:59.170000+09:00	1967.96875
2020-10-21T10:37:59.190000+09:00	1964.0625
2020-10-21T10:37:59.210000+09:00	1971.875
2020-10-21T10:37:59.240000+09:00	1967.96875
2020-10-21T10:37:59.260000+09:00	1971.09375
2020-10-21T10:37:59.280000+09:00	1974.21875
2020-10-21T10:37:59.310000+09:00	1971.09375
2020-10-21T10:37:59.330000+09:00	1967.1875
2020-10-21T10:37:59.350000+09:00	1980.46875
2020-10-21T10:37:59.380000+09:00	1967.96875
2020-10-21T10:37:59.400000+09:00	1970.3125
2020-10-21T10:37:59.430000+09:00	1979.6875
2020-10-21T10:37:59.450000+09:00	1971.875
2020-10-21T10:37:59.470000+09:00	1979.6875
2020-10-21T10:37:59.500000+09:00	1978.125
2020-10-21T10:37:59.520000+09:00	1980.46875
2020-10-21T10:37:59.540000+09:00	1981.25
2020-10-21T10:37:59.570000+09:00	1985.9375
2020-10-21T10:37:59.590000+09:00	1982.8125
2020-10-21T10:37:59.610000+09:00	1979.6875
2020-10-21T10:37:59.640000+09:00	1980.46875
2020-10-21T10:37:59.660000+09:00	1986.71875
2020-10-21T10:37:59.680000+09:00	1979.6875
2020-10-21T10:37:59.710000+09:00	1976.5625
2020-10-21T10:37:59.730000+09:00	1981.25
2020-10-21T10:37:59.760000+09:00	1979.6875
2020-10-21T10:37:59.780000+09:00	1985.15625
2020-10-21T10:37:59.800000+09:00	1977.34375
2020-10-21T10:37:59.830000+09:00	1980.46875
2020-10-21T10:37:59.850000+09:00	1979.6875
2020-10-21T10:37:59.870000+09:00	1978.125
2020-10-21T10:37:59.900000+09:00	1979.6875
2020-10-21T10:37:59.920000+09:00	1976.5625
2020-10-21T10:37:59.940000+09:00	1974.21875
2020-10-21T10:37:59.970000+09:00	1977.34375
2020-10-21T10:37:59.990000+09:00	1978.125
2020-10-21T10:38:00.010000+09:00	1973.4375
2020-10-21T10:38:00.040000+09:00	1976.5625
2020-10-21T10:38:00.060000+09:00	1976.5625
2020-10-21T10:38:00.090000+09:00	1985.15625
2020-10-21T10:38:00.110000+09:00	1976.5625
2020-10-21T10:38:00.130000+09:00	1981.25
2020-10-21T10:38:00.160000+09:00	1971.09375
2020-10-21T10:38:00.180000+09:00	1971.09375
2020-10-21T10:38:00.200000+09:00	1979.6875
2020-10-21T10:38:00.230000+09:00	1977.34375
2020-10-21T10:38:00.250000+09:00	1974.21875
2020-10-21T10:38:00.270000+09:00	1975
2020-10-21T10:38:00.300000+09:00	1985.15625
2020-10-21T10:38:00.320000+09:00	1971.875
2020-10-21T10:38:00.340000+09:00	1979.6875
2020-10-21T10:38:00.370000+09:00	1980.46875
2020-10-21T10:38:00.390000+09:00	1983.59375
2020-10-21T10:38:00.410000+09:00	1979.6875
2020-10-21T10:38:00.440000+09:00	1980.46875
2020-10-21T10:38:00.460000+09:00	1979.6875
2020-10-21T10:38:00.490000+09:00	1982.8125
2020-10-21T10:38:00.510000+09:00	1986.71875
2020-10-21T10:38:00.530000+09:00	1986.71875
2020-10-21T10:38:00.560000+09:00	1985.9375
2020-10-21T10:38:00.580000+09:00	1985.9375
2020-10-21T10:38:00.600000+09:00	1994.53125
2020-10-21T10:38:00.630000+09:00	1989.84375
2020-10-21T10:38:00.650000+09:00	1989.0625
2020-10-21T10:38:00.670000+09:00	1985.9375
2020-10-21T10:38:00.700000+09:00	1992.1875
2020-10-21T10:38:00.720000+09:00	1986.71875
2020-10-21T10:38:00.740000+09:00	1994.53125
2020-10-21T10:38:00.770000+09:00	1986.71875
2020-10-21T10:38:00.790000+09:00	1988.28125
2020-10-21T10:38:00.820000+09:00	1992.96875
2020-10-21T10:38:00.840000+09:00	1989.0625
2020-10-21T10:38:00.860000+09:00	1992.96875
2020-10-21T10:38:00.890000+09:00	1988.28125
2020-10-21T10:38:00.910000+09:00	1994.53125
2020-10-21T10:38:00.930000+09:00	1992.1875
2020-10-21T10:38:00.960000+09:00	1995.3125
2020-10-21T10:38:00.980000+09:00	1989.84375
2020-10-21T10:38:01.000000+09:00	1992.96875
2020-10-21T10:38:01.030000+09:00	1992.1875
2020-10-21T10:38:01.050000+09:00	1995.3125
2020-10-21T10:38:01.070000+09:00	1991.40625
2020-10-21T10:38:01.100000+09:00	1992.1875
2020-10-21T10:38:01.120000+09:00	1997.65625
2020-10-21T10:38:01.150000+09:00	1994.53125
2020-10-21T10:38:01.170000+09:00	1998.4375
2020-10-21T10:38:01.190000+09:00	1992.96875
2020-10-21T10:38:01.220000+09:00	1996.09375
2020-10-21T10:38:01.240000+09:00	1996.09375
2020-10-21T10:38:01.260000+09:00	1997.65625
2020-10-21T10:38:01.290000+09:00	1998.4375
2020-10-21T10:38:01.310000+09:00	1989.84375
2020-10-21T10:38:01.330000+09:00	1992.96875
2020-10-21T10:38:01.360000+09:00	1998.4375
2020-10-21T10:38:01.380000+09:00	1992.96875
2020-10-21T10:38:01.400000+09:00	1992.96875
2020-10-21T10:38:01.430000+09:00	1992.96875
2020-10-21T10:38:01.450000+09:00	1989.0625
2020-10-21T10:38:01.470000+09:00	1998.4375
2020-10-21T10:38:01.500000+09:00	1992.96875
2020-10-21T10:38:01.520000+09:00	1991.40625
2020-10-21T10:38:01.550000+09:00	1992.1875
2020-10-21T10:38:01.570000+09:00	1991.40625
2020-10-21T10:38:01.590000+09:00	1998.4375
2020-10-21T10:38:01.620000+09:00	1989.0625
2020-10-21T10:38:01.640000+09:00	1991.40625
2020-10-21T10:38:01.660000+09:00	1989.84375
2020-10-21T10:38:01.690000+09:00	1985.15625
2020-10-21T10:38:01.710000+09:00	1989.0625
2020-10-21T10:38:01.730000+09:00	1988.28125
2020-10-21T10:38:01.760000+09:00	1983.59375
2020-10-21T10:38:01.780000+09:00	1992.1875
2020-10-21T10:38:01.800000+09:00	1985.9375
2020-10-21T10:38:01.830000+09:00	1989.84375
2020-10-21T10:38:01.850000+09:00	1981.25
2020-10-21T10:38:01.880000+09:00	1983.59375
2020-10-21T10:38:01.900000+09:00	1989.84375
2020-10-21T10:38:01.920000+09:00	1985.15625
2020-10-21T10:38:01.950000+09:00	1983.59375
2020-10-21T10:38:01.970000+09:00	1980.46875
2020-10-21T10:38:01.990000+09:00	1982.8125
2020-10-21T10:38:02.020000+09:00	1985.9375
2020-10-21T10:38:02.040000+09:00	1986.71875
2020-10-21T10:38:02.060000+09:00	1975
2020-10-21T10:38:02.090000+09:00	1985.9375
2020-10-21T10:38:02.110000+09:00	1985.15625
2020-10-21T10:38:02.130000+09:00	1983.59375
2020-10-21T10:38:02.160000+09:00	1978.125
2020-10-21T10:38:02.180000+09:00	1981.25
2020-10-21T10:38:02.210000+09:00	1978.125
2020-10-21T10:38:02.230000+09:00	1983.59375
2020-10-21T10:38:02.250000+09:00	1985.9375
2020-10-21T10:38:02.280000+09:00	1975
2020-10-21T10:38:02.300000+09:00	1980.46875
2020-10-21T10:38:02.320000+09:00	1985.15625
2020-10-21T10:38:02.350000+09:00	1979.6875
2020-10-21T10:38:02.370000+09:00	1977.34375
2020-10-21T10:38:02.390000+09:00	1981.25
2020-10-21T10:38:02.420000+09:00	1974.21875
2020-10-21T10:38:02.440000+09:00	1985.9375
2020-10-21T10:38:02.460000+09:00	1980.46875
2020-10-21T10:38:02.490000+09:00	1976.5625
2020-10-21T10:38:02.510000+09:00	1977.34375
2020-10-21T10:38:02.530000+09:00	1982.8125
2020-10-21T10:38:02.560000+09:00	1985.15625
2020-10-21T10:38:02.580000+09:00	1975
2020-10-21T10:38:02.610000+09:00	1985.9375
2020-10-21T10:38:02.630000+09:00	1976.5625
2020-10-21T10:38:02.650000+09:00	1981.25
2020-10-21T10:38:02.680000+09:00	1980.46875
2020-10-21T10:38:02.700000+09:00	1978.125
2020-10-21T10:38:02.720000+09:00	1976.5625
2020-10-21T10:38:02.750000+09:00	1986.71875
2020-10-21T10:38:02.770000+09:00	1978.125
2020-10-21T10:38:02.790000+09:00	1980.46875
2020-10-21T10:38:02.820000+09:00	1978.125
2020-10-21T10:38:02.840000+09:00	1971.09375
2020-10-21T10:38:02.860000+09:00	1977.34375
2020-10-21T10:38:02.890000+09:00	1953.125
2020-10-21T10:38:02.910000+09:00	1939.84375
2020-10-21T10:38:02.940000+09:00	1915.625
2020-10-21T10:38:02.960000+09:00	1895.3125
2020-10-21T10:38:02.980000+09:00	1866.40625
2020-10-21T10:38:03.010000+09:00	1830.46875
2020-10-21T10:38:03.030000+09:00	1814.0625
2020-10-21T10:38:03.050000+09:00	1772.65625
2020-10-21T10:38:03.080000+09:00	1732.03125
2020-10-21T10:38:03.100000+09:00	1694.53125
2020-10-21T10:38:03.120000+09:00	1666.40625
2020-10-21T10:38:03.150000+09:00	1618.75
2020-10-21T10:38:03.170000+09:00	1585.9375
2020-10-21T10:38:03.190000+09:00	1547.65625
2020-10-21T10:38:03.220000+09:00	1518.75
2020-10-21T10:38:03.240000+09:00	1483.59375
2020-10-21T10:38:03.260000+09:00	1448.4375
2020-10-21T10:38:03.290000+09:00	1416.40625
2020-10-21T10:38:03.310000+09:00	1376.5625
2020-10-21T10:38:03.340000+09:00	1346.875
2020-10-21T10:38:03.360000+09:00	1320.3125
2020-10-21T10:38:03.380000+09:00	1307.8125
2020-10-21T10:38:03.410000+09:00	1272.65625
2020-10-21T10:38:03.430000+09:00	1255.46875
2020-10-21T10:38:03.450000+09:00	1231.25
2020-10-21T10:38:03.480000+09:00	1214.84375
2020-10-21T10:38:03.500000+09:00	1194.53125
2020-10-21T10:38:03.520000+09:00	1185.9375
2020-10-21T10:38:03.550000+09:00	1174.21875
2020-10-21T10:38:03.570000+09:00	1164.84375
2020-10-21T10:38:03.590000+09:00	1158.59375
2020-10-21T10:38:03.620000+09:00	1151.5625
2020-10-21T10:38:03.640000+09:00	1145.3125
2020-10-21T10:38:03.670000+09:00	1141.40625
2020-10-21T10:38:03.690000+09:00	1139.0625
2020-10-21T10:38:03.710000+09:00	1132.03125
2020-10-21T10:38:03.740000+09:00	1132.8125
2020-10-21T10:38:03.760000+09:00	1130.46875
2020-10-21T10:38:03.780000+09:00	1127.34375
2020-10-21T10:38:03.810000+09:00	1128.125
2020-10-21T10:38:03.830000+09:00	1134.375
2020-10-21T10:38:03.850000+09:00	1133.59375
2020-10-21T10:38:03.880000+09:00	1131.25
2020-10-21T10:38:03.900000+09:00	1149.21875
2020-10-21T10:38:03.920000+09:00	1164.84375
2020-10-21T10:38:03.950000+09:00	1182.8125
2020-10-21T10:38:03.970000+09:00	1189.84375
2020-10-21T10:38:03.990000+09:00	1210.15625
2020-10-21T10:38:04.020000+09:00	1214.84375
2020-10-21T10:38:04.040000+09:00	1222.65625
2020-10-21T10:38:04.070000+09:00	1226.5625
2020-10-21T10:38:04.090000+09:00	1226.5625
2020-10-21T10:38:04.110000+09:00	1221.09375
2020-10-21T10:38:04.140000+09:00	1218.75
2020-10-21T10:38:04.160000+09:00	1215.625
2020-10-21T10:38:04.180000+09:00	1208.59375
2020-10-21T10:38:04.210000+09:00	1201.5625
2020-10-21T10:38:04.230000+09:00	1196.09375
2020-10-21T10:38:04.250000+09:00	1193.75
2020-10-21T10:38:04.280000+09:00	1185.9375
2020-10-21T10:38:04.300000+09:00	1180.46875
2020-10-21T10:38:04.320000+09:00	1179.6875
2020-10-21T10:38:04.350000+09:00	1175
2020-10-21T10:38:04.370000+09:00	1172.65625
2020-10-21T10:38:04.400000+09:00	1167.1875
2020-10-21T10:38:04.420000+09:00	1170.3125
2020-10-21T10:38:04.440000+09:00	1171.875
2020-10-21T10:38:04.470000+09:00	1171.875
2020-10-21T10:38:04.490000+09:00	1171.09375
2020-10-21T10:38:04.510000+09:00	1173.4375
2020-10-21T10:38:04.540000+09:00	1177.34375
2020-10-21T10:38:04.560000+09:00	1175
2020-10-21T10:38:04.580000+09:00	1178.125
2020-10-21T10:38:04.610000+09:00	1177.34375
2020-10-21T10:38:04.630000+09:00	1179.6875
2020-10-21T10:38:04.650000+09:00	1178.125
2020-10-21T10:38:04.680000+09:00	1180.46875
2020-10-21T10:38:04.700000+09:00	1176.5625
2020-10-21T10:38:04.730000+09:00	1178.125
2020-10-21T10:38:04.750000+09:00	1183.59375
2020-10-21T10:38:04.770000+09:00	1178.90625
2020-10-21T10:38:04.800000+09:00	1179.6875
2020-10-21T10:38:04.820000+09:00	1182.03125
2020-10-21T10:38:04.840000+09:00	1182.8125
2020-10-21T10:38:04.870000+09:00	1182.8125
2020-10-21T10:38:04.890000+09:00	1189.0625
2020-10-21T10:38:04.910000+09:00	1182.8125
2020-10-21T10:38:04.940000+09:00	1185.15625
2020-10-21T10:38:04.960000+09:00	1189.84375
2020-10-21T10:38:04.980000+09:00	1186.71875
2020-10-21T10:38:05.010000+09:00	1185.9375
2020-10-21T10:38:05.030000+09:00	1190.625
2020-10-21T10:38:05.050000+09:00	1189.0625
2020-10-21T10:38:05.080000+09:00	1179.6875
2020-10-21T10:38:05.100000+09:00	1187.5
2020-10-21T10:38:05.130000+09:00	1175.78125
2020-10-21T10:38:05.150000+09:00	1171.09375
2020-10-21T10:38:05.170000+09:00	1171.09375
2020-10-21T10:38:05.200000+09:00	1166.40625
2020-10-21T10:38:05.220000+09:00	1153.90625
2020-10-21T10:38:05.240000+09:00	1158.59375
2020-10-21T10:38:05.270000+09:00	1153.125
2020-10-21T10:38:05.290000+09:00	1147.65625
2020-10-21T10:38:05.310000+09:00	1147.65625
2020-10-21T10:38:05.340000+09:00	1142.1875
2020-10-21T10:38:05.360000+09:00	1146.09375
2020-10-21T10:38:05.380000+09:00	1137.5
2020-10-21T10:38:05.410000+09:00	1145.3125
2020-10-21T10:38:05.430000+09:00	1138.28125
2020-10-21T10:38:05.460000+09:00	1142.96875
2020-10-21T10:38:05.480000+09:00	1141.40625
2020-10-21T10:38:05.500000+09:00	1142.1875
2020-10-21T10:38:05.530000+09:00	1139.0625
2020-10-21T10:38:05.550000+09:00	1142.1875
2020-10-21T10:38:05.570000+09:00	1145.3125
2020-10-21T10:38:05.600000+09:00	1142.96875
2020-10-21T10:38:05.620000+09:00	1147.65625
2020-10-21T10:38:05.640000+09:00	1145.3125
2020-10-21T10:38:05.670000+09:00	1149.21875
2020-10-21T10:38:05.690000+09:00	1148.4375
2020-10-21T10:38:05.710000+09:00	1147.65625
2020-10-21T10:38:05.740000+09:00	1148.4375
2020-10-21T10:38:05.760000+09:00	1150
2020-10-21T10:38:05.790000+09:00	1151.5625
2020-10-21T10:38:05.810000+09:00	1148.4375
2020-10-21T10:38:05.830000+09:00	1153.90625
2020-10-21T10:38:05.860000+09:00	1148.4375
2020-10-21T10:38:05.880000+09:00	1153.90625
2020-10-21T10:38:05.900000+09:00	1153.90625
2020-10-21T10:38:05.930000+09:00	1151.5625
2020-10-21T10:38:05.950000+09:00	1147.65625
